ja3_int,ja3s_int,sni_len,sni_entropy,sni_is_ip,ja3_freq,sni_freq,ja3_reuse_cnt,iat_mean,iat_std,iat_cv,iat_cnt
141459,94686,17,3.4992275471326932,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,29777,14,3.2359263506290334,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,24,3.772055208874201,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,27,3.726204631392457,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,182303,29,3.8404025467025056,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,182303,29,3.8404025467025056,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,55092,17,3.2927701939369904,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,25,3.7336606896881848,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,25,3.7336606896881848,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,25,3.7336606896881848,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,23,3.7622673906514947,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,25,3.7336606896881848,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,25,3.7336606896881848,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,25,3.7336606896881848,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,182303,15,3.189898095464287,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,182303,15,3.189898095464287,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
141459,19419,14,2.8423709931771093,False,0,0,7715,1.8374021911860012,6.647569897168087,3.617915724244081,7715
